,region/country/area,year,series,type,tourism_arrivals_series_type,value,footnotes,continent
275,Bosnia and Herzegovina,2021,Tourism expenditure (millions of US dollars),Tourism,TE,1003.0,,Europe
276,Bosnia and Herzegovina,2022,Tourism expenditure (millions of US dollars),Tourism,TE,1464.0,,Europe
277,Botswana,1995,Tourist/visitor arrivals (thousands),Tourism,TF,521.0,,Africa
278,Botswana,2005,Tourist/visitor arrivals (thousands),Tourism,TF,1474.0,,Africa
279,Botswana,2010,Tourist/visitor arrivals (thousands),Tourism,TF,1973.0,,Africa
280,Botswana,2020,Tourist/visitor arrivals (thousands),Tourism,TF,329.0,,Africa
281,Botswana,2021,Tourist/visitor arrivals (thousands),Tourism,TF,314.0,,Africa
282,Botswana,1995,Tourism expenditure (millions of US dollars),Tourism,TE,176.0,,Africa
283,Botswana,2005,Tourism expenditure (millions of US dollars),Tourism,TE,563.0,,Africa
284,Botswana,2010,Tourism expenditure (millions of US dollars),Tourism,TE,440.0,,Africa
285,Botswana,2020,Tourism expenditure (millions of US dollars),Tourism,TE,117.0,,Africa
286,Botswana,2021,Tourism expenditure (millions of US dollars),Tourism,TE,275.0,,Africa
287,Botswana,2022,Tourism expenditure (millions of US dollars),Tourism,TE,374.0,,Africa
288,Brazil,1995,Tourist/visitor arrivals (thousands),Tourism,TF,1991.0,Including nationals residing abroad.,Americas
289,Brazil,2005,Tourist/visitor arrivals (thousands),Tourism,TF,5358.0,Including nationals residing abroad.,Americas
290,Brazil,2010,Tourist/visitor arrivals (thousands),Tourism,TF,5161.0,Including nationals residing abroad.,Americas
291,Brazil,2020,Tourist/visitor arrivals (thousands),Tourism,TF,2146.0,Including nationals residing abroad.,Americas
292,Brazil,2021,Tourist/visitor arrivals (thousands),Tourism,TF,746.0,Including nationals residing abroad.,Americas
293,Brazil,2022,Tourist/visitor arrivals (thousands),Tourism,TF,3630.0,Including nationals residing abroad.,Americas
294,Brazil,1995,Tourism expenditure (millions of US dollars),Tourism,TE,1085.0,,Americas
295,Brazil,2005,Tourism expenditure (millions of US dollars),Tourism,TE,4168.0,,Americas
296,Brazil,2010,Tourism expenditure (millions of US dollars),Tourism,TE,5522.0,,Americas
297,Brazil,2020,Tourism expenditure (millions of US dollars),Tourism,TE,3099.0,,Americas
298,Brazil,2021,Tourism expenditure (millions of US dollars),Tourism,TE,3005.0,,Americas
299,Brazil,2022,Tourism expenditure (millions of US dollars),Tourism,TE,4968.0,,Americas
300,British Virgin Islands,1995,Tourist/visitor arrivals (thousands),Tourism,TF,219.0,,Americas
301,British Virgin Islands,2005,Tourist/visitor arrivals (thousands),Tourism,TF,337.0,,Americas
302,British Virgin Islands,2010,Tourist/visitor arrivals (thousands),Tourism,TF,330.0,,Americas
303,British Virgin Islands,2020,Tourist/visitor arrivals (thousands),Tourism,TF,83.0,,Americas
304,British Virgin Islands,2021,Tourist/visitor arrivals (thousands),Tourism,TF,56.0,,Americas
305,British Virgin Islands,2022,Tourist/visitor arrivals (thousands),Tourism,TF,173.0,,Americas
306,British Virgin Islands,1995,Tourism expenditure (millions of US dollars),Tourism,TE,211.0,,Americas
307,British Virgin Islands,2005,Tourism expenditure (millions of US dollars),Tourism,TE,412.0,,Americas
308,British Virgin Islands,2010,Tourism expenditure (millions of US dollars),Tourism,TE,389.0,,Americas
309,Brunei Darussalam,2005,Tourist/visitor arrivals (thousands),Tourism,TF,126.0,Arrivals by air.,Asia
310,Brunei Darussalam,2010,Tourist/visitor arrivals (thousands),Tourism,TF,214.0,Arrivals by air.,Asia
311,Brunei Darussalam,2020,Tourist/visitor arrivals (thousands),Tourism,TF,62.0,Arrivals by air.,Asia
312,Brunei Darussalam,2021,Tourist/visitor arrivals (thousands),Tourism,TF,4.0,Arrivals by air.,Asia
313,Brunei Darussalam,2005,Tourism expenditure (millions of US dollars),Tourism,TE,191.0,Excluding passenger transport.,Asia
314,Brunei Darussalam,2020,Tourism expenditure (millions of US dollars),Tourism,TE,38.0,Excluding passenger transport.,Asia
315,Brunei Darussalam,2021,Tourism expenditure (millions of US dollars),Tourism,TE,2.0,Excluding passenger transport.,Asia
316,Brunei Darussalam,2022,Tourism expenditure (millions of US dollars),Tourism,TE,14.0,Excluding passenger transport.,Asia
317,Bulgaria,1995,Tourist/visitor arrivals (thousands),Tourism,TF,3466.0,,Europe
318,Bulgaria,2005,Tourist/visitor arrivals (thousands),Tourism,TF,4837.0,,Europe
319,Bulgaria,2010,Tourist/visitor arrivals (thousands),Tourism,TF,6047.0,,Europe
320,Bulgaria,2020,Tourist/visitor arrivals (thousands),Tourism,TF,1290.0,,Europe
321,Bulgaria,2021,Tourist/visitor arrivals (thousands),Tourism,TF,2300.0,,Europe
322,Bulgaria,2022,Tourist/visitor arrivals (thousands),Tourism,TF,5557.0,,Europe
323,Bulgaria,1995,Tourism expenditure (millions of US dollars),Tourism,TE,662.0,,Europe
324,Bulgaria,2005,Tourism expenditure (millions of US dollars),Tourism,TE,3063.0,,Europe
325,Bulgaria,2010,Tourism expenditure (millions of US dollars),Tourism,TE,3807.0,,Europe
326,Bulgaria,2020,Tourism expenditure (millions of US dollars),Tourism,TE,1861.0,,Europe
327,Bulgaria,2021,Tourism expenditure (millions of US dollars),Tourism,TE,2734.0,,Europe
328,Bulgaria,2022,Tourism expenditure (millions of US dollars),Tourism,TE,3701.0,,Europe
329,Burkina Faso,1995,Tourist/visitor arrivals (thousands),Tourism,THS,124.0,,Africa
330,Burkina Faso,2005,Tourist/visitor arrivals (thousands),Tourism,THS,245.0,,Africa
331,Burkina Faso,2010,Tourist/visitor arrivals (thousands),Tourism,THS,274.0,,Africa
332,Burkina Faso,2020,Tourist/visitor arrivals (thousands),Tourism,THS,67.0,,Africa
333,Burkina Faso,2021,Tourist/visitor arrivals (thousands),Tourism,THS,106.0,,Africa
334,Burkina Faso,2022,Tourist/visitor arrivals (thousands),Tourism,THS,116.0,,Africa
335,Burkina Faso,2005,Tourism expenditure (millions of US dollars),Tourism,TE,46.0,,Africa
336,Burkina Faso,2010,Tourism expenditure (millions of US dollars),Tourism,TE,105.0,,Africa
337,Burkina Faso,2020,Tourism expenditure (millions of US dollars),Tourism,TE,128.0,,Africa
338,Burkina Faso,2021,Tourism expenditure (millions of US dollars),Tourism,TE,145.0,,Africa
339,Burundi,1995,Tourist/visitor arrivals (thousands),Tourism,TF,34.0,Including nationals residing abroad.,Africa
340,Burundi,2005,Tourist/visitor arrivals (thousands),Tourism,TF,148.0,Including nationals residing abroad.,Africa
341,Burundi,2010,Tourist/visitor arrivals (thousands),Tourism,TF,142.0,Break in the time series.;Including nationals residing abroad.,Africa
342,Burundi,1995,Tourism expenditure (millions of US dollars),Tourism,TE,2.0,,Africa
343,Burundi,2005,Tourism expenditure (millions of US dollars),Tourism,TE,2.0,,Africa
344,Burundi,2010,Tourism expenditure (millions of US dollars),Tourism,TE,2.0,,Africa
345,Cabo Verde,1995,Tourist/visitor arrivals (thousands),Tourism,THS,28.0,Arrivals by air.,Africa
346,Cabo Verde,2005,Tourist/visitor arrivals (thousands),Tourism,THS,198.0,Non-resident tourists staying in hotels and similar establishments.,Africa
347,Cabo Verde,2010,Tourist/visitor arrivals (thousands),Tourism,THS,336.0,Non-resident tourists staying in hotels and similar establishments.,Africa
348,Cabo Verde,2020,Tourist/visitor arrivals (thousands),Tourism,THS,180.0,Non-resident tourists staying in hotels and similar establishments.,Africa
349,Cabo Verde,2021,Tourist/visitor arrivals (thousands),Tourism,THS,135.0,Non-resident tourists staying in hotels and similar establishments.,Africa
350,Cabo Verde,2022,Tourist/visitor arrivals (thousands),Tourism,THS,785.0,Non-resident tourists staying in hotels and similar establishments.,Africa
351,Cabo Verde,1995,Tourism expenditure (millions of US dollars),Tourism,TE,29.0,,Africa
352,Cabo Verde,2005,Tourism expenditure (millions of US dollars),Tourism,TE,177.0,,Africa
353,Cabo Verde,2010,Tourism expenditure (millions of US dollars),Tourism,TE,387.0,,Africa
354,Cabo Verde,2020,Tourism expenditure (millions of US dollars),Tourism,TE,169.0,,Africa
355,Cabo Verde,2021,Tourism expenditure (millions of US dollars),Tourism,TE,145.0,,Africa
356,Cabo Verde,2022,Tourism expenditure (millions of US dollars),Tourism,TE,400.0,,Africa
357,Cambodia,1995,Tourist/visitor arrivals (thousands),Tourism,TF,220.0,Arrivals by air.,Asia
358,Cambodia,2005,Tourist/visitor arrivals (thousands),Tourism,TF,1422.0,Arrivals by all means of transport.,Asia
359,Cambodia,2010,Tourist/visitor arrivals (thousands),Tourism,TF,2508.0,Arrivals by all means of transport.,Asia
360,Cambodia,2020,Tourist/visitor arrivals (thousands),Tourism,TF,1306.0,Arrivals by all means of transport.,Asia
361,Cambodia,2021,Tourist/visitor arrivals (thousands),Tourism,TF,196.0,Arrivals by all means of transport.,Asia
362,Cambodia,2022,Tourist/visitor arrivals (thousands),Tourism,TF,2277.0,Arrivals by all means of transport.,Asia
363,Cambodia,1995,Tourism expenditure (millions of US dollars),Tourism,TE,71.0,,Asia
364,Cambodia,2005,Tourism expenditure (millions of US dollars),Tourism,TE,929.0,,Asia
365,Cambodia,2010,Tourism expenditure (millions of US dollars),Tourism,TE,1671.0,,Asia
366,Cambodia,2020,Tourism expenditure (millions of US dollars),Tourism,TE,1119.0,,Asia
367,Cambodia,2021,Tourism expenditure (millions of US dollars),Tourism,TE,197.0,,Asia
368,Cambodia,2022,Tourism expenditure (millions of US dollars),Tourism,TE,1529.0,,Asia
369,Cameroon,1995,Tourist/visitor arrivals (thousands),Tourism,TF,100.0,Non-resident tourists staying in hotels and similar establishments.,Africa
370,Cameroon,2005,Tourist/visitor arrivals (thousands),Tourism,TF,176.0,Non-resident tourists staying in hotels and similar establishments.,Africa
371,Cameroon,2010,Tourist/visitor arrivals (thousands),Tourism,TF,569.0,,Africa
372,Cameroon,1995,Tourism expenditure (millions of US dollars),Tourism,TE,75.0,,Africa
373,Cameroon,2005,Tourism expenditure (millions of US dollars),Tourism,TE,229.0,,Africa
374,Cameroon,2010,Tourism expenditure (millions of US dollars),Tourism,TE,171.0,,Africa
375,Cameroon,2020,Tourism expenditure (millions of US dollars),Tourism,TE,437.0,,Africa
376,Cameroon,2021,Tourism expenditure (millions of US dollars),Tourism,TE,554.0,,Africa
377,Cameroon,2022,Tourism expenditure (millions of US dollars),Tourism,TE,545.0,,Africa
378,Canada,1995,Tourist/visitor arrivals (thousands),Tourism,TF,16968.0,Data based on customs counts and adjusted using questionnaire surveys.,Americas
379,Canada,2005,Tourist/visitor arrivals (thousands),Tourism,TF,18771.0,Break in the time series.,Americas
380,Canada,2010,Tourist/visitor arrivals (thousands),Tourism,TF,16219.0,Data based on customs counts and adjusted using questionnaire surveys.,Americas
381,Canada,2020,Tourist/visitor arrivals (thousands),Tourism,TF,2960.0,Data based on customs counts and adjusted using questionnaire surveys.,Americas
382,Canada,2021,Tourist/visitor arrivals (thousands),Tourism,TF,3062.0,Data based on customs counts and adjusted using questionnaire surveys.,Americas
383,Canada,2022,Tourist/visitor arrivals (thousands),Tourism,TF,12824.0,Data based on customs counts and adjusted using questionnaire surveys.,Americas
384,Canada,1995,Tourism expenditure (millions of US dollars),Tourism,TE,9176.0,,Americas
385,Canada,2005,Tourism expenditure (millions of US dollars),Tourism,TE,15891.0,,Americas
386,Canada,2010,Tourism expenditure (millions of US dollars),Tourism,TE,18440.0,,Americas
387,Cayman Islands,1995,Tourist/visitor arrivals (thousands),Tourism,TF,361.0,Arrivals by air.,Americas
388,Cayman Islands,2005,Tourist/visitor arrivals (thousands),Tourism,TF,168.0,Arrivals by air.,Americas
389,Cayman Islands,2010,Tourist/visitor arrivals (thousands),Tourism,TF,288.0,Arrivals by air.,Americas
390,Cayman Islands,2020,Tourist/visitor arrivals (thousands),Tourism,TF,122.0,Arrivals by air.,Americas
391,Cayman Islands,2021,Tourist/visitor arrivals (thousands),Tourism,TF,17.0,Arrivals by air.,Americas
392,Cayman Islands,2022,Tourist/visitor arrivals (thousands),Tourism,TF,284.0,Arrivals by air.,Americas
393,Cayman Islands,1995,Tourism expenditure (millions of US dollars),Tourism,TE,394.0,,Americas
394,Cayman Islands,2005,Tourism expenditure (millions of US dollars),Tourism,TE,356.0,,Americas
395,Cayman Islands,2010,Tourism expenditure (millions of US dollars),Tourism,TE,465.0,,Americas
396,Cayman Islands,2020,Tourism expenditure (millions of US dollars),Tourism,TE,260.0,,Americas
397,Cayman Islands,2021,Tourism expenditure (millions of US dollars),Tourism,TE,46.0,,Americas
398,Central African Republic,1995,Tourist/visitor arrivals (thousands),Tourism,TF,26.0,Arrivals by air at Bangui only.,Africa
399,Central African Republic,2005,Tourist/visitor arrivals (thousands),Tourism,TF,12.0,Arrivals by air at Bangui only.,Africa
400,Central African Republic,2010,Tourist/visitor arrivals (thousands),Tourism,TF,54.0,Arrivals by air at Bangui only.,Africa
401,Central African Republic,2020,Tourist/visitor arrivals (thousands),Tourism,TF,35.0,Arrivals by air at Bangui only.,Africa
402,Central African Republic,1995,Tourism expenditure (millions of US dollars),Tourism,TE,4.0,,Africa
403,Central African Republic,2005,Tourism expenditure (millions of US dollars),Tourism,TE,7.0,,Africa
404,Central African Republic,2010,Tourism expenditure (millions of US dollars),Tourism,TE,14.0,,Africa
405,Central African Republic,2020,Tourism expenditure (millions of US dollars),Tourism,TE,31.0,,Africa
406,Chad,1995,Tourist/visitor arrivals (thousands),Tourism,TF,19.0,Arrivals by air.,Africa
407,Chad,2005,Tourist/visitor arrivals (thousands),Tourism,TF,29.0,Arrivals by air.,Africa
408,Chad,2010,Tourist/visitor arrivals (thousands),Tourism,TF,71.0,Arrivals by air.,Africa
409,Chad,2020,Tourist/visitor arrivals (thousands),Tourism,TF,11.0,Non-resident tourists staying in hotels and similar establishments.,Africa
410,Chad,2021,Tourist/visitor arrivals (thousands),Tourism,TF,40.0,Non-resident tourists staying in hotels and similar establishments.,Africa
411,Chad,1995,Tourism expenditure (millions of US dollars),Tourism,TE,43.0,,Africa
412,Chile,1995,Tourist/visitor arrivals (thousands),Tourism,TF,1540.0,,Americas
413,Chile,2005,Tourist/visitor arrivals (thousands),Tourism,TF,2027.0,,Americas
414,Chile,2010,Tourist/visitor arrivals (thousands),Tourism,TF,2801.0,Including nationals residing abroad.,Americas
415,Chile,2020,Tourist/visitor arrivals (thousands),Tourism,TF,1119.0,Including nationals residing abroad.,Americas
416,Chile,2021,Tourist/visitor arrivals (thousands),Tourism,TF,190.0,Including nationals residing abroad.,Americas
417,Chile,2022,Tourist/visitor arrivals (thousands),Tourism,TF,2030.0,Including nationals residing abroad.,Americas
418,Chile,1995,Tourism expenditure (millions of US dollars),Tourism,TE,1186.0,,Americas
419,Chile,2005,Tourism expenditure (millions of US dollars),Tourism,TE,1608.0,,Americas
420,Chile,2010,Tourism expenditure (millions of US dollars),Tourism,TE,2362.0,,Americas
421,Chile,2020,Tourism expenditure (millions of US dollars),Tourism,TE,841.0,,Americas
422,Chile,2021,Tourism expenditure (millions of US dollars),Tourism,TE,535.0,,Americas
423,Chile,2022,Tourism expenditure (millions of US dollars),Tourism,TE,1907.0,,Americas
424,China,1995,Tourist/visitor arrivals (thousands),Tourism,TF,20034.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.",Asia
425,China,2005,Tourist/visitor arrivals (thousands),Tourism,TF,46809.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.",Asia
426,China,2010,Tourist/visitor arrivals (thousands),Tourism,TF,55664.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.",Asia
427,China,2020,Tourist/visitor arrivals (thousands),Tourism,TF,7967.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Including arrivals of non-residents visitors through border areas in China.",Asia
428,China,1995,Tourism expenditure (millions of US dollars),Tourism,TE,8730.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.",Asia
429,China,2005,Tourism expenditure (millions of US dollars),Tourism,TE,29296.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.",Asia
430,China,2010,Tourism expenditure (millions of US dollars),Tourism,TE,45814.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.",Asia
431,China,2020,Tourism expenditure (millions of US dollars),Tourism,TE,9951.0,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Excluding passenger transport.",Asia
